User_ID,Location,Age
53265,"woodstock, georgia, usa",46.0
53274,"-----, virginia, usa",NULL
53278,"toronto, ontario, canada",34.0
53301,"milpitas, california, usa",29.0
53304,"south burlington, vermont, usa",52.0
53332,"hampton, virginia, usa",41.0
53365,"canal winchester, ohio, usa",29.0
53376,"miami, florida, usa",27.0
53384,"chicago, illinois, usa",25.0
53390,"casper, wyoming, usa",26.0
53392,"minneapolis, minnesota, usa",34.0
53400,"carlsbad, california, usa",20.0
53406,"baton rouge, louisiana, usa",NULL
53408,"college station, texas, usa",22.0
53414,"minoa, new york, usa",49.0
53418,"puyallup, washington, usa",28.0
53420,"minneapolis, minnesota, usa",33.0
53426,"vienna, virginia, usa",NULL
53430,"minneapolis, minnesota, usa",25.0
53443,"webster groves, missouri, usa",47.0
53446,"cecil, wisconsin, usa",41.0
53456,"ne portland, oregon,",NULL
53458,"fairfield, ,",54.0
53496,"deltona, florida, usa",NULL
53510,"surrey, england, united kingdom",23.0
53515,"kincardine, ,",NULL
53520,"ottawa, ontario, canada",59.0
53537,"richmond, indiana, usa",NULL
53545,"los angeles, california, usa",NULL
53564,"chicago, illinois, usa",25.0
53575,"watkins glen, new york, usa",30.0
53590,"thalwil, zurich, switzerland",40.0
53604,"stratford, connecticut, usa",48.0
53614,"barreiro, barreiro, portugal",30.0
53628,"brest, bretagne, france",22.0
53659,"saint louis, missouri, usa",NULL
53660,"pittsburgh, pennsylvania, usa",35.0
53663,"baltimore, maryland, usa",51.0
53664,"maple ridge, british columbia, canada",NULL
53678,"wappinger falls, new york, usa",57.0
53699,"hoxie, arkansas, usa",27.0
53729,"balingup, western australia, australia",NULL
53759,"pensacola, florida, usa",30.0
53775,"st petersburg, florida, usa",35.0
53846,"bloomington, indiana, usa",55.0
53851,"chicago, illinois, usa",34.0
53934,"n/a, , n/a - on the road",27.0
53942,"wheeling, illinois, usa",31.0
53946,"dearborn, michigan, usa",NULL
53980,"la mesa, california, usa",40.0
54000,"portage la prairie, manitoba, canada",41.0
54005,"lacey, washington, usa",59.0
54016,"newark, delaware, usa",NULL
54035,"midland, texas, usa",60.0
54072,"van nuys, california, usa",NULL
54118,"bird cove, newfoundland, canada",47.0
54130,"edmonton, alberta, canada",31.0
54132,"grand prairie, texas, usa",NULL
54148,"st marys, new south wales, australia",75.0
54161,"perth, ontario, canada",NULL
54167,"dixon, kentucky, usa",50.0
54193,"bartlesville, oklahoma, usa",27.0
54199,"des moines, iowa, usa",53.0
54206,"philadelphia, pennsylvania, usa",24.0
54218,"kaiserslautern, rheinland-pfalz, germany",27.0
54222,"wichita, kansas, usa",NULL
54245,"yankton, south dakota, usa",NULL
54281,"middleton, new hampshire, usa",20.0
54283,"las vegas, nevada, usa",33.0
54289,"petaluma, california, usa",NULL
54290,"englewood, colorado, usa",35.0
54335,"north haven, connecticut, usa",43.0
54368,"corvallis, oregon, usa",63.0
54370,"panama city, florida, usa",26.0
54373,"crestview, florida, usa",NULL
54374,"london, ontario, canada",24.0
54412,"shellharbour, new south wales, australia",45.0
54413,"vilonia, arkansas, usa",NULL
54429,"hollywood, florida, usa",32.0
54446,"lacey, washington, usa",NULL
54453,"boise, idaho, usa",NULL
54492,"san diego, california, usa",34.0
54493,"baton rouge, louisiana, usa",NULL
54497,"huntingtown, maryland, usa",48.0
54507,"summit, new jersey, usa",NULL
54511,"austin, texas, usa",50.0
54512,"lakewood, colorado, usa",47.0
54528,"canyon country, california, usa",55.0
54547,"bismarck, missouri, usa",36.0
54574,"albany, california, usa",NULL
54578,"quincy, massachusetts,",NULL
54589,"chicago, illinois, usa",49.0
54605,"penngrove, california, usa",NULL
54617,"euless, texas, usa",37.0
54622,"kuala lumpur, federal territory, malaysia",NULL
54624,"wichita, kansas, usa",34.0
54634,"eugene, oregon, usa",NULL
54648,"santa claus, indiana, usa",NULL
54652,"lake charles, louisiana, usa",30.0
54653,"pooler, georgia, usa",26.0
54655,"wilton, connecticut, usa",48.0
54716,"ballwin, missouri, usa",NULL
54731,"zurich, n/a, switzerland",28.0
54783,"belton, south carolina, usa",30.0
54808,"drogheda, louth, ireland",32.0
54817,"aylesbury, buckinghamshire, united kingdom",25.0
54824,"woodbridge, virginia, usa",22.0
54884,"nashua, new hampshire, usa",33.0
54889,"culbertson, montana, usa",NULL
54895,"charleston, south carolina, usa",NULL
54898,"pine beach, new jersey, usa",35.0
54968,"amsterdam, massachusetts, netherlands",NULL
54997,"san francisco, california, usa",31.0
55006,"calgary, alberta, canada",34.0
55021,"santa clara, california, usa",44.0
55027,"burlington, north carolina, usa",44.0
55065,"columbus, mississippi, usa",31.0
55066,"vancouver, washington, usa",NULL
55075,"seattle, washington, usa",33.0
55097,"greenville, illinois, usa",NULL
55119,"jacksonville, florida, usa",39.0
55142,"austin, texas, usa",47.0
55178,"moore, oklahoma, usa",25.0
55180,"great falls, montana, usa",52.0
55184,"winnipeg, manitoba, canada",31.0
55187,"torrance, california, usa",48.0
55194,"harrison, ,",NULL
55197,"narre warren, victoria,",37.0
55202,"seattle, , usa",NULL
55243,"baker city, oregon, usa",63.0
55270,"bakersfield, california, usa",NULL
55272,"panama city, florida, usa",NULL
55356,"houston, texas, usa",NULL
55359,"long branch, new jersey, usa",NULL
55398,"cheyenne, oklahoma, usa",NULL
55411,"canton, ohio, ua",NULL
55414,"albuquerque, new mexico, usa",NULL
55421,"highlands ranch, colorado, usa",NULL
55438,"lexington, kentucky, usa",42.0
55441,"wynantskill, new york, usa",32.0
55454,"somerville, massachusetts, usa",32.0
55458,"san francisco, california, usa",44.0
55466,"south bend, indiana, usa",27.0
55486,"mt. prospect, illinois, usa",NULL
55487,"clearwater, florida, usa",37.0
55490,"rapid city, south dakota, usa",25.0
55492,"antioch, illinois, usa",43.0
55493,"chatham, ontario, canada",35.0
55505,"san francisco, california, usa",NULL
55537,"la, california, usa",23.0
55539,"healdsburg, california, usa",NULL
55548,"chamblee, georgia, usa",NULL
55549,"lisboa, lisboa, portugal",26.0
55550,"northern, virginia, usa",42.0
55559,"jonesboro, georgia, usa",34.0
55562,"san leandro, california, usa",NULL
55607,"washington, dc, usa",NULL
55631,"taylors, south carolina, usa",NULL
55653,"houston, texas, usa",21.0
55655,"wausau, wisconsin, usa",70.0
55725,"redlands, california, usa",NULL
55734,"calgary, alberta, canada",37.0
55751,"hesperia, california, usa",NULL
55757,"erie, pennsylvania, usa",44.0
55779,"aubrey, texas, usa",43.0
55787,"fortuna, california, usa",NULL
55789,"pittsburgh, pennsylvania, usa",35.0
55799,"scarborough, ontario, canada",NULL
55810,"maple ridge, british columbia, canada",35.0
55826,"singapore, singapore,",24.0
55858,"dartmouth, nova scotia, canada",28.0
55892,"plantersville, texas, usa",45.0
55894,"shropshire, england, united kingdom",20.0
55918,"austin, texas, usa",NULL
55933,"danville, indiana, usa",48.0
55938,"hood river, oregon, usa",31.0
55961,"scottsdale, arizona, usa",NULL
55973,"san francisco, california, usa",NULL
55985,"santa rosa, california, usa",54.0
56006,"portsmouth, virginia, usa",38.0
56011,"university park, maryland, usa",38.0
56039,"paris, paris, france",34.0
56045,"murfreesboro, tennessee, usa",45.0
56110,"durham, north carolina, usa",NULL
56157,"florissant, missouri, usa",36.0
56198,"saint louis, missouri, usa",41.0
56201,"maple lake, minnesota, usa",65.0
56215,"orlando, florida, usa",37.0
56231,"south surrey, british columbia, canada",NULL
56246,"toronto, ontario, canada",37.0
56271,"leeds, england, united kingdom",22.0
56272,"pickering, ontario, canada",19.0
56278,"lakebay, ,",NULL
56307,"el segundo, california, usa",NULL
56313,"ottawa, ontario, canada",NULL
56315,"slidell, louisiana, usa",36.0
56323,"edmonton, alberta, canada",NULL
56341,"aurora, oregon, usa",19.0
56360,"wien, wien, austria",35.0
56369,"oakville, ontario, canada",54.0
56378,"vaudreuil-dorion, quebec, canada",23.0
56391,"tijeras, nm, usa",40.0
56395,"fort lauderdale, florida, usa",62.0
56399,"n/a, surrey, united kingdom",63.0
56423,"temple city, california, usa",NULL
56447,"sturgis, michigan, usa",22.0
56470,"bremen, bremen, germany",30.0
56488,"ithaca, new york,",NULL
56496,"richland, ,",NULL
56531,"auburn, maine, usa",57.0
56554,"rural hall, north carolina, usa",39.0
56585,"mckinney, texas, usa",NULL
56598,"albuquerque, new mexico, usa",45.0
56623,"allen, texas, usa",36.0
56625,"merrifield, minnesota, usa",26.0
56630,"columbia, missouri, usa",46.0
56650,"san diego, california, usa",NULL
56654,"fort worth, texas, usa",NULL
56661,"green, ohio, usa",NULL
56662,"vancouver, washington, usa",NULL
56663,"seattle, washington, usa",22.0
56687,"greenfield, illinois, usa",NULL
56707,"akron, ohio,",NULL
56718,"austin, texas, usa",NULL
56745,"bismarck, north dakota, usa",NULL
56751,"jamestown, north dakota, usa",44.0
56772,"gainesville, georgia, usa",31.0
56776,"wuppertal, nordrhein-westfalen, germany",23.0
56804,"southbridge, canterbury, new zealand",NULL
56817,"great falls, montana, usa",NULL
56843,"philadelphia, pennsylvania, usa",26.0
56850,"manteca, california, usa",NULL
56856,"escondido, california, usa",23.0
56859,"houston, texas, usa",36.0
56861,"plano, texas, usa",56.0
56905,"pacifica, ,",NULL
56933,"comstock park, michigan, usa",34.0
56947,"new westminster, british columbia, canada",55.0
56959,"monroe twp., new jersey, usa",52.0
56985,"portland, oregon, usa",34.0
56986,"montpelier, vermont, usa",NULL
57006,"lawton, oklahoma, usa",30.0
57039,"zurich, zurich, switzerland",NULL
57068,"arlington, virginia, usa",NULL
57095,"cincinnati, ohio, usa",18.0
57105,"roswell, georgia, usa",32.0
57108,"new york, new york, usa",38.0
57124,"hanahan, south carolina, usa",38.0
57148,"stirling, scotland, united kingdom",24.0
57180,"haddon township, new jersey, usa",51.0
57200,"spring hill, florida, usa",35.0
57229,"metairie, ,",57.0
57234,"austin, texas, usa",NULL
57255,"cordova, tennessee, usa",NULL
57262,"toledo, ohio, usa",NULL
57267,"corvallis, oregon, usa",NULL
57269,"allentown, pennsylvania, usa",52.0
57291,"brooklyn, new york, usa",NULL
57302,"ames, iowa, usa",32.0
57305,"windsor, california,",52.0
57347,"franktown, colorado, usa",48.0
57354,"los angeles, california, usa",38.0
57369,"laingsburg, michigan, usa",63.0
57379,"louisville, kentucky, usa",35.0
57398,"tigard, oregon, usa",39.0
57402,"evanston, illinois, usa",28.0
57412,"porto, porto, portugal",25.0
57423,"coburg, oregon, usa",NULL
57442,"berlin, berlin, germany",NULL
57449,"rudersberg, baden-württemberg, germany",29.0
57468,"elton, louisiana, usa",NULL
57528,"charlottenlund, ordrup, denmark",NULL
57556,"san francisco, california, usa",36.0
57599,"portland, oregon, usa",27.0
57601,"san diego, california, usa",NULL
57620,"baldwin, ,",NULL
57632,"pearland, texas,",NULL
57661,"arroyo grande, california, usa",54.0
57705,"melrose park, illinois, united states",35.0
57712,"brooklyn, new york, usa",NULL
57713,"silver spring, maryland, usa",52.0
57725,"wilmington, delaware, usa",43.0
57726,"costa mesa, california, usa",19.0
57734,"watertown, massachusetts, usa",NULL
57765,"erie, pennsylvania, usa",NULL
57781,"west linn, oregon, usa",NULL
57831,"athens, georgia, usa",NULL
57833,"minneapolis, minnesota, usa",58.0
57868,"freiburg, baden-wuerttemberg, germany",26.0
57880,"champaign, illinois, usa",NULL
57884,"warrington, pennsylvania, usa",22.0
57913,"cambridge, massachusetts,",29.0
57920,"huntington beach, california, usa",39.0
57930,"portland, oregon, usa",NULL
57935,"minneapolis, minnesota, usa",19.0
57949,"woodland, california, usa",NULL
57959,"bloomington, indiana, usa",NULL
57960,"blackwood, ,",26.0
57976,"eugene, oregon, usa",NULL
57989,"oxford, georgia, usa",NULL
57991,"boca raton, florida, usa",31.0
57999,"nashville, tennessee, usa",21.0
58005,"bend, oregon, usa",NULL
58024,"atlanta, georgia, usa",NULL
58062,"chicago, illinois, usa",52.0
58067,"donostia, gipuzkoa, euskal herria",26.0
58077,"phoenix, arizona, usa",19.0
58142,"jonesboro, arkansas, usa",43.0
58168,"mannheim, baden-wuerttemberg, germany",37.0
58185,"portland, oregon, usa",18.0
58194,"dallas, texas, usa",39.0
58219,"livermore, california, usa",28.0
58224,"lake park, georgia, usa",NULL
58258,"santa rosa, california, usa",24.0
58319,"san diego, ,",NULL
58342,"vista, california, usa",60.0
58351,"oconomowoc, wisconsin, usa",27.0
58357,"reidsville, north carolina, usa",40.0
58363,"colorado springs, colorado, usa",81.0
58382,"bountiful, utah, usa",NULL
58389,"bowling green, kentucky, usa",57.0
58397,"paris, n/a,",27.0
58426,"houghton, michigan, usa",26.0
58458,"peel, isle of man, united kingdom",23.0
58467,"calgary, alberta, canada",NULL
58468,"essen, nordrhein-westfalen, germany",NULL
58482,"norfolk, virginia, usa",NULL
58497,"nantes, pays de la loire, france",26.0
58515,"wagener, south carolina, usa",80.0
58529,"denver, colorado, usa",36.0
58594,"baltimore, maryland, usa",33.0
58595,"eureka, california, usa",NULL
58609,"private, private, canada",NULL
58612,"douglasville, georgia, usa",54.0
58629,"pasadena, california, usa",34.0
58641,"chula vista, california, usa",21.0
58644,"antioch, tennessee, usa",46.0
58645,"kalamazoo, michigan, usa",NULL
58672,"camarillo, california, usa",30.0
58674,"st. augustine, florida, usa",37.0
58685,"ottawa, ontario, canada",NULL
58708,"hudson, new hampshire, usa",49.0
58712,"stockton, california, usa",62.0
58732,"cardiff, wales, united kingdom",38.0
58768,"cold lake, alberta, canada",35.0
58782,"rochester, new york, usa",NULL
58792,"lakewood, california, usa",NULL
58834,"box hill north, victoria, australia",56.0
58855,"glen ellyn, illinois, usa",38.0
58866,"stockton, california, usa",NULL
58877,"victoria, british columbia, canada",NULL
58911,"batavia, new york, usa",58.0
58921,"cleves, ohio, usa",NULL
58958,"enon, ohio, usa",NULL
58961,"allston, massachusetts, usa",34.0
58964,"sterling, illinois, usa",NULL
58992,"sydney, new south wales, australia",NULL
59003,"huntsville, alabama, usa",49.0
59034,"saratoga, california, usa",40.0
59038,"san antonio, texas, usa",28.0
59059,"sarasota, florida, usa",19.0
59084,"seville, ohio, usa",59.0
59102,"plantation, florida, usa",35.0
59142,"kelowna, ,",NULL
59147,"birmingham, england, united kingdom",32.0
59150,"victoria, british columbia, canada",37.0
59172,"owen sound, ontario, canada",36.0
59179,"daphne, alabama, usa",NULL
59180,"philadelphia, pennsylvania, usa",55.0
59189,"houston, texas, usa",33.0
59193,"tarzana, california, usa",30.0
59197,"austin, ,",NULL
59198,"federal way, washington, usa",42.0
59203,"didcot, oxfordshire, united kingdom",31.0
59206,"glasgow, scotland, united kingdom",NULL
59209,"markham, ontario, canada",41.0
59220,"dallas, texas, usa",38.0
59226,"seattle, washington, usa",NULL
59267,"fremont, california, usa",NULL
59269,"indianapolis, indiana, usa",NULL
59296,"london, england, united kingdom",28.0
59305,"san francisco, california, usa",27.0
59314,"union, ohio, usa",NULL
59344,"delaware city, delaware, usa",NULL
59372,"raleigh, north carolina, usa",NULL
59374,"mukilteo, washington, usa",NULL
59390,"uniontown, pennsylvania, usa",NULL
59391,"ball ground, georgia, usa",NULL
59401,"alpharetta, ,",NULL
59412,"ormond beach, florida, usa",53.0
59423,"waterbury, connecticut, usa",48.0
59424,"elk grove, california, usa",NULL
59430,"akron, ohio, usa",48.0
59434,"chicago, illinois, usa",40.0
59441,"coeur d`alene, idaho, usa",NULL
59456,"madison, wisconsin, usa",NULL
59457,"hopkinton, massachusetts, usa",NULL
59486,"douglas, oklahoma, usa",51.0
59499,"washington, dc, usa",38.0
59504,"louisville, kentucky, usa",39.0
59524,"washington, dc, usa",NULL
59554,"rockford, illinois, usa",42.0
59559,"milton, florida, usa",25.0
59604,"washington, dc, usa",25.0
59612,"iowa city, iowa, usa",NULL
59629,"memphis, tennessee, usa",31.0
59656,"schnellville, indiana, usa",53.0
59706,"fayetteville, tennessee, usa",56.0
59712,"sacramento, california, usa",NULL
59727,"plano, texas, usa",24.0
59734,"redwood city, california, usa",NULL
59739,"saltford, england, united kingdom",35.0
59770,"birmingham, alabama, usa",NULL
59808,"st. louis, missouri, usa",32.0
59812,"cortlandt manor, new york, usa",48.0
59820,"centreville, virginia, usa",24.0
59829,"somerville, massachusetts, usa",37.0
59874,"rochester, michigan, usa",NULL
59879,"london, ontario, canada",NULL
59885,"rowland heights, california, usa",31.0
59894,"texas city, texas, usa",NULL
59895,"bridgewater, nova scotia,",NULL
59900,"lethbridge, alberta, canada",24.0
59912,"pasadena, california, usa",27.0
59918,"la crosse, wisconsin, usa",NULL
59919,"bayonne, new jersey, usa",NULL
59924,"ottawa, ontario, canada",54.0
59933,"yarmouth, nova scotia, canada",66.0
59971,"kingwood, texas, usa",27.0
59977,"cathedral city, california, usa",NULL
59980,"st. marys, ontario, canada",44.0
59994,"yarmouth, nova scotia, canada",21.0
60004,"cambridge, hawaii, usa",NULL
60006,"mainz, rheinland-pfalz, germany",NULL
60029,"vernon, vermont, usa",42.0
60031,"on the road, anywhere - usa, usa",NULL
60040,"santa clara, california, usa",NULL
60041,"okemos, michigan, usa",29.0
60050,"brooklyn, new york, usa",40.0
60067,"silver spring, maryland, usa",44.0
60079,"macedonia, ohio, usa",49.0
60081,"malmok, n/a, aruba",NULL
60098,"elizabeth city, north carolina, usa",35.0
60113,"washington, dc, usa",51.0
60114,"san francisco, california, usa",NULL
60130,"lowell, arkansas, usa",41.0
60138,"amherst, new york, usa",NULL
60140,"cave creek, arizona, usa",48.0
60142,"sigonella, sicilia, italy",39.0
60157,"simpsonville, south carolina, usa",NULL
60159,"miami, florida, usa",46.0
60168,"warrenton, missouri, usa",NULL
60174,"lafayette hill, pennsylvania, usa",31.0
60178,"west bloomfield, michigan, usa",47.0
60185,"newton, iowa, usa",46.0
60198,"newport, new jersey, usa",NULL
60204,"richmond, indiana, usa",48.0
60211,"pearland, texas, usa",NULL
60229,"fort wayne, indiana, usa",NULL
60230,"halifax, nova scotia, canada",NULL
60244,"alvin, texas, usa",47.0
60251,"norfolk, virginia, usa",33.0
60253,"grand rapids, michigan, usa",NULL
60255,"loveland, colorado, usa",33.0
60259,"fairhope, alabama, usa",NULL
60263,"middletown, delaware, usa",52.0
60278,"thousand oaks, california, usa",NULL
60286,"birmingham, alabama, usa",NULL
60287,"olympia, washington, usa",42.0
60307,"daggett, california, usa",46.0
60319,"haddonfield, new jersey, usa",NULL
60332,"escondido, california, usa",38.0
60336,"raynham, massachusetts, usa",49.0
60337,"st. marys, georgia, usa",50.0
60375,"charlotte, north carolina, usa",NULL
60387,"lynchburg, virginia, usa",NULL
60388,"sevierville, tennessee, usa",NULL
60392,"bardonia, new york, usa",43.0
60400,"campbell, california, usa",NULL
60412,"coraopolis, pennsylvania, usa",NULL
60419,"lovelock, nevada, usa",36.0
60424,"york, north yorkshire, united kingdom",NULL
60427,"basingstoke, england, united kingdom",37.0
60439,"spirit lake, iowa, usa",NULL
60445,"houston, texas, usa",31.0
60475,"norfolk, virginia, usa",NULL
60476,"coquitlam, british columbia, canada",35.0
60517,"st louis park, minnesota, usa",30.0
60523,"washington, dc, usa",35.0
60546,"santa maria, california, usa",NULL
60551,"saratoga springs, new york, usa",NULL
60555,"grayling, michigan, usa",NULL
60569,"chardon, ohio, usa",41.0
60570,"st. louis, missouri, usa",NULL
60583,"antioch, illinois, usa",NULL
60612,"pismo beach, california, usa",41.0
60621,"edwardsville, illinois, usa",57.0
60626,"halifax, nova scotia, canada",30.0
60631,"huntington beach, california, usa",34.0
60633,"austin, texas, usa",45.0
60684,"seattle, washington, usa",NULL
60703,"rio vista, california, usa",30.0
60707,"manchester, new hampshire, usa",38.0
60760,"toronto, ontario, canada",49.0
60787,"paris, ile de france, france",NULL
60797,"aberdare, wales, united kingdom",24.0
60809,"erstein, alsace, france",33.0
60858,"sacramento, california, usa",25.0
60886,"wheat ridge, colorado, usa",48.0
60905,"singapore, singapore, singapore",27.0
60941,"columbia, missouri, usa",NULL
60944,"engelhard, north carolina, usa",NULL
60977,"st. petersburg, florida, usa",NULL
61017,"la mesa, california, usa",38.0
61018,"livermore, california, usa",NULL
61021,"winnipeg, manitoba, canada",38.0
61023,"sparta, new jersey, usa",NULL
61025,"elk mound, wisconsin, usa",22.0
61028,"charleston, south carolina, usa",50.0
61038,"riverside public library, illinois, usa",53.0
61042,"desoto, texas, usa",NULL
61090,"burlington, vermont, usa",NULL
61146,"brazil, indiana, usa",24.0
61147,"ebensee, oberoesterreich, austria",44.0
61211,"walnut creek, california, usa",65.0
61216,"bettendorf, iowa, usa",NULL
61257,"lake placid, florida, usa",25.0
61271,"troy, michigan, usa",NULL
61280,"wharton, new jersey, usa",47.0
61283,"woodland, california, usa",NULL
61289,"tucson, arizona, usa",NULL
61296,"augusta, georgia, usa",24.0
61297,"münchen, bayern, germany",23.0
61317,"el paso, texas, usa",NULL
61348,"venice, california, usa",28.0
61354,"dixon, california, usa",47.0
61409,"houston, texas, usa",32.0
61427,"morgan hill, california, usa",NULL
61448,"pickerington, ohio, usa",NULL
61497,"muenchen, ,",31.0
61517,"medina, washington, usa",67.0
61525,"san jose, california, usa",55.0
61533,"boulder, colorado, usa",NULL
61571,"littleton, colorado, usa",51.0
61574,"denver, colorado, usa",60.0
61577,"bend, oregon, usa",NULL
61619,"coburg, oregon, usa",NULL
61662,"albuquerque, new mexico, usa",25.0
61668,"dayton, maine, usa",41.0
61704,"villanova, pennsylvania, usa",58.0
61759,"new york, new york, usa",NULL
61762,"paderborn, nordrhein-westfalen, germany",35.0
61764,"hildesheim, niedersachsen, germany",28.0
61798,"rockville, maryland, usa",NULL
61835,"lee`s summit, missouri, usa",34.0
61842,"bronx, new york, usa",20.0
61845,"las vegas, nevada, usa",NULL
61851,"tucson, arizona, usa",59.0
61852,"tucson, arizona, usa",52.0
61854,"boulder city, nevada, usa",NULL
61868,"tucson, arizona, usa",NULL
61878,"tucson, arizona, usa",NULL
61886,"dallas, oregon, usa",42.0
61888,"phoenix, arizona, usa",46.0
61892,"tucson, arizona, usa",NULL
61899,"palm desert, california, usa",NULL
61900,"tucson, arizona, usa",57.0
61901,"tucson, arizona, usa",63.0
61910,"las cruces, new mexico, usa",44.0
61923,"waynesburg, pennsylvania, usa",NULL
61930,"gibsons, british columbia, canada",50.0
61935,"wilson, north carolina, usa",70.0
61982,"singapore, n/a, singapore",20.0
62009,"cambridge, massachusetts, usa",NULL
62015,"springfield, illinois, usa",40.0
62025,"napa, california, usa",29.0
62069,"sherman oaks, california, usa",68.0
62133,"germantown, maryland, usa",30.0
62151,"norwood, ontario, canada",45.0
62164,"canazei, trentino alto adige, italy",25.0
62172,"toronto, ontario, canada",19.0
62186,"muenchen, bayern, germany",NULL
62193,"shingletown, california, usa",NULL
62208,"cape town, n/a, zimbabwe",NULL
62272,"lake mary, florida, usa",30.0
62302,"memphis, tennessee, usa",NULL
62303,"dublin, dublin, ireland",31.0
62316,"secaucus, new jersey, usa",29.0
62321,"austin, texas, usa",31.0
62328,"stillwater, minnesota, usa",63.0
62339,"beaufort, victoria, australia",NULL
62348,"media, pennsylvania, usa",67.0
62349,"salt lake city, utah, usa",NULL
62378,"santa barbara, california, usa",NULL
62381,"chula vista, california, usa",57.0
62387,"mammoth lakes, california, usa",NULL
62455,"lacey, washington, usa",NULL
62457,"sylmar, california, usa",NULL
62464,"el cajon, california, usa",26.0
62471,"orillia, ontario, canada",33.0
62486,"acworth, georgia, usa",36.0
62511,"altamonte springs, florida, usa",65.0
62540,"chatsworth, california, usa",NULL
62542,"cudahy, wisconsin, usa",40.0
62546,"nashville, tennessee, usa",30.0
62558,"rochester, minnesota, usa",NULL
62565,"oakland, california, usa",NULL
62577,"dripping springs, texas, usa",50.0
62582,"friendswood, texas, usa",37.0
62586,"university place, washington, usa",46.0
62621,"jamestown, rhode island, usa",59.0
62637,"san francisco, california, usa",35.0
62654,"houghton, new york, usa",35.0
62655,"haifa, n/a, israel",36.0
62659,"stamford, connecticut, usa",58.0
62662,"auburn, washington, usa",39.0
62667,"warsaw, virginia, usa",53.0
62680,"williamsburg, virginia, usa",27.0
62688,"wahiawa, hawaii, usa",31.0
62706,"woodstock, georgia, usa",28.0
62716,"modesto, california, usa",53.0
62741,"tampa, florida, usa",NULL
62755,"dublin, texas, usa",50.0
62777,"montclair, new jersey, usa",NULL
62805,"tulsa, oklahoma, usa",NULL
62809,"madison, tennessee, usa",26.0
62844,"rochester, new york, usa",NULL
62862,"new milford, connecticut, usa",47.0
62881,"milwaukee, wisconsin, usa",39.0
62891,"hi nella, new jersey, usa",27.0
62895,"chesterfield, derbyshire, united kingdom",39.0
62929,"eustis, florida, usa",32.0
62932,"hollywood, california, usa",45.0
62958,"redwood city, california, usa",23.0
62966,"fairfax, virginia, usa",23.0
62968,"pittsburgh, pennsylvania, usa",23.0
62980,"stow, massachusetts, usa",NULL
62998,"chantilly, virginia, usa",NULL
63002,"mechanicville, new york, usa",NULL
63004,"roseville, michigan, usa",44.0
63032,"azle, texas, usa",NULL
63033,"la verne, california, usa",NULL
63044,"chicago, illinois, usa",NULL
63074,"istanbul, n/a, turkey",44.0
63075,"milton keynes, buckinghamshire, united kingdom",NULL
63101,"oakland, california, usa",40.0
63133,"boulder creek, california, usa",55.0
63134,"solana beach, california, usa",48.0
63166,"barcelona, barcelona, spain",34.0
63212,"baltimore, maryland, usa",NULL
63246,"st. gallen, st. gallen, switzerland",39.0
63306,"chicago, illinois, usa",NULL
63317,"royal oak, michigan, usa",NULL
63323,"eatontown, new jersey, usa",NULL
63324,"boston, massachusetts, usa",NULL
63358,"omaha, nebraska, usa",54.0
63360,"kansas city, missouri, usa",29.0
63369,"richmond, indiana, usa",48.0
63389,"saratoga, california, usa",25.0
63394,"eufaula, alabama, usa",22.0
63452,"westfield, massachusetts, usa",20.0
63476,"calgary, alberta, canada",53.0
63506,"saskatoon, saskatchewan, canada",NULL
63507,"lomita, california, usa",NULL
63545,"makati, n/a, philippines",28.0
63556,"saint john, new brunswick, canada",NULL
63571,"norfolk, virginia, usa",34.0
63575,"los angeles, california, usa",NULL
63587,"leola, pennsylvania, usa",NULL
63591,"vancouver, british columbia, canada",NULL
63595,"chesapeake, virginia,",41.0
63620,"indianapolis, in, indiana, usa",70.0
63643,"rohnert park, california, usa",24.0
63652,"oregon, ohio, usa",49.0
63665,"geneva, ge, switzerland",24.0
63697,"piedmont, california, usa",63.0
63711,"vancouver, british columbia, canada",NULL
63714,"milton keynes, england, united kingdom",29.0
63719,"pittsburgh, pennsylvania, usa",NULL
63765,"hertford, england, united kingdom",46.0
63775,"surrey, england, united kingdom",35.0
63782,"saint louis, missouri, usa",23.0
63849,"st anne`s, england, united kingdom",48.0
63854,"waterloo, ontario, canada",45.0
63865,"pomona, california, usa",39.0
63891,"philadelphia, pennsylvania, usa",25.0
63904,"gibsonia, pennsylvania, usa",NULL
63911,"farmington hills, michigan, usa",57.0
63923,"dublin, dublin, ireland",21.0
63924,"saugatuck, michigan, usa",35.0
63936,"blaine, minnesota, usa",27.0
63938,"northwest, iowa, usa",NULL
63953,"sydney, new south wales, australia",26.0
63956,"emporia, kansas, usa",28.0
63964,"minneapolis, minnesota, usa",NULL
63965,"jonestown, texas, usa",24.0
63970,"springfield, missouri, usa",NULL
63976,"vista, california, usa",38.0
63993,"peru, illinois, usa",43.0
63998,"manteca, california, usa",28.0
64010,"barrie, ontario, canada",NULL
64015,"edmonton, alberta, canada",28.0
64059,"renton, washington, usa",23.0
64063,"auke bay, alaska, usa",34.0
64073,"franklin, pennsylvania, usa",NULL
64075,"walnut creek, california, usa",46.0
64076,"st paul, minnesota, usa",NULL
64100,"orlando, florida, usa",NULL
64110,"coquitlam, british columbia, canada",48.0
64111,"eugene, oregon, usa",23.0
64112,"sierra madre, california, usa",35.0
64120,"kentwood, michigan, usa",NULL
64126,"casselberry, florida, usa",31.0
